UANUM,UANAME,4 Week Rate,Latitude,Longitude,PredictedStationCount,DiffPredictActual,PredictedPeoplePerStation,Population,PredictedStationsPerHousehold
37,"Abbeville, LA",16190.0,29.974444399999996,-92.13416670000001,0.68,0.68,0.68,19824,9.031743923495817e-05
64,"Abbeville, SC",2625.0,34.17805560000001,-82.3791667,0.0,0.0,0.0,5243,0.0
91,"Abbotsford, WI",1852.1428571429,44.946388899999995,-90.3158333,0.0,0.0,0.0,3966,0.0
199,"Aberdeen--Bel Air South--Bel Air North, MD",122361.3125,39.519346999999996,-76.185598,12.34,0.34,0.026153846,213751,0.0001548247870218185
118,"Aberdeen, MS",4601.5,33.825,-88.54361109999999,0.04,0.04,0.04,4666,2.2284122562674096e-05
145,"Aberdeen, SD",3082.5,45.464722200000004,-98.48611109999999,1.58,-0.42,-0.14,25977,0.0001399592523695633
172,"Aberdeen, WA",3850.0,46.97555560000001,-123.81444440000001,0.58,0.58,0.58,29856,5.184125849124061e-05
226,"Abernathy, TX",8853.0,33.832222200000004,-101.8425,0.02,0.02,0.02,2785,1.7094017094017095e-05
253,"Abilene, KS",1126.0,38.9172222,-97.2136111,0.08,0.08,0.08,7054,2.806032970887408e-05
280,"Abilene, TX",3325.0,32.4486111,-99.7327778,2.72,0.72,0.24,110421,6.575130535679753e-05
334,"Abingdon, IL",525.0,40.804444399999994,-90.4016667,0.0,0.0,0.0,3389,0.0
388,"Ada, OH",1625.0,40.7694444,-83.8227778,0.04,0.04,0.04,5945,2.3001725129384705e-05
415,"Ada, OK",1460.0,34.77444439999999,-96.6780556,0.58,0.58,0.58,17400,8.143779837124403e-05
450,"Adams, NY",500.0,43.8091667,-76.02444440000001,0.06,0.06,0.06,2542,5.687203791469194e-05
469,"Adel, GA",7500.0,31.136944399999997,-83.42361109999999,0.1,0.1,0.1,6986,4.1237113402061855e-05
496,"Adel, IA",36386.5625,41.6144444,-94.0172222,0.04,0.04,0.04,3170,2.7874564459930316e-05
550,"Adjuntas, PR",3000.0,18.164722199999996,-66.7225,0.12,0.12,0.12,11122,3.306696059520529e-05
577,"Adrian, MI",2550.0,41.8975,-84.0372222,0.72,0.72,0.72,44823,4.320172806912276e-05
631,"Aguadilla--Isabela--San Sebasti�n, PR",4200.0,18.325889,-66.97681899999999,0.54,0.54,0.54,306196,5.520851437977324e-06
658,"Ahoskie, NC",3112.5,36.286666700000005,-76.985,0.06,0.06,0.06,4951,3.184713375796178e-05
676,"Air Force Academy, CO",12263.125,38.998357,-104.86175300000001,0.14,0.14,0.14,5512,0.0006829268292682927
712,"Ajo, AZ",123595.375,32.3716667,-112.86,0.0,0.0,0.0,3076,0.0
739,"Akron, NY",2983.3333333333007,43.0208333,-78.4955556,0.12,0.12,0.12,2982,9.860312243221034e-05
766,"Akron, OH",3391.5,41.08138889999999,-81.5191667,18.16,0.16,0.008421053000000001,569499,7.864127281073263e-05
793,"Alachua, FL",11296.0625,29.751388899999995,-82.425,0.1,0.1,0.1,4114,6.2266500622665e-05
820,"Alamogordo, NM",3333.3333333333007,32.89944439999999,-105.9597222,1.46,1.46,1.46,31862,0.00011434837092731829
847,"Alamosa, CO",1550.0,37.46944439999999,-105.86944440000002,0.9,0.9,0.9,9751,0.00023455824863174356
970,"Albany--Schenectady, NY",28526.0,42.8141667,-73.94,44.38,-10.62,-0.189642857,594962,0.00018700882792912376
901,"Albany, GA",7500.0,31.578333299999997,-84.1558333,3.52,1.52,0.5066666670000001,95779,9.828833105296959e-05
921,"Albany, MN",4690.0,45.63,-94.5697222,0.0,0.0,0.0,2564,0.0
955,"Albany, OR",2100.0,44.6366667,-123.10472220000001,3.18,-0.82,-0.16399999999999998,56997,0.00014687543300540392
982,"Albemarle, NC",1350.0,35.35,-80.2002778,0.16,0.16,0.16,16823,2.331681725444477e-05
1009,"Albert Lea, MN",1388.3333333332998,43.648055600000006,-93.3680556,1.4,-0.6,-0.2,17868,0.0001780264496439471
1036,"Albertville, AL",1600.0,34.2675,-86.2088889,1.82,-0.18,-0.06,36815,0.0001439417905726036
1063,"Albia, IA",3322.7272727273,41.0266667,-92.8055556,0.0,0.0,0.0,3573,0.0
1090,"Albion, MI",2466.6666666667,42.243055600000005,-84.7530556,0.64,-0.36,-0.18,9219,0.00018757327080890974
1117,"Albion, NY",2983.3333333333007,43.2463889,-78.1938889,0.08,0.08,0.08,8171,3.327787021630616e-05
1144,"Albion, PA",6683.333333333299,41.890555600000006,-80.3666667,0.0,0.0,0.0,4574,0.0
1171,"Albuquerque, NM",14180.0,35.084444399999995,-106.65055559999999,19.92,4.92,0.3075,741318,6.793186352243082e-05
1198,"Alderson, WV",4766.6666666667,37.7258333,-80.6422222,0.0,0.0,0.0,2632,0.0
1225,"Aledo, IL",33565.3333333333,41.199722200000004,-90.7491667,0.0,0.0,0.0,3655,0.0
1232,"Aledo, TX",3150.0,32.6958333,-97.60194440000001,0.3,0.3,0.3,4854,0.00019582245430809398
1252,"Alexander City, AL",7073.333333333299,32.9438889,-85.95388890000001,0.0,0.0,0.0,9400,0.0
1279,"Alexandria, LA",6758.9473684211,31.311111100000005,-92.445,1.98,-0.02,-0.006666666999999999,82804,6.862609177873284e-05
1306,"Alexandria, MN",1459.0,45.8852778,-95.3772222,0.14,0.14,0.14,16983,1.7782293915915156e-05
1333,"Alfred, NY",2983.3333333333007,42.2541667,-77.7908333,0.4,0.4,0.4,4322,0.0008097165991902835
1360,"Algoma, WI",675.0,44.6088889,-87.4325,0.02,0.02,0.02,3070,1.5071590052750565e-05
1387,"Algona, IA",500.0,43.07,-94.2327778,0.12,0.12,0.12,5340,4.838709677419355e-05
1414,"Alice, TX",10394.4285714286,27.751944399999996,-98.0694444,0.2,0.2,0.2,20974,2.7620494406849885e-05
1441,"Allegan, MI",3020.0,42.529166700000005,-85.8552778,0.08,0.08,0.08,6322,3.118908382066277e-05
1468,"Allendale, SC",65191.6666666667,33.0077778,-81.3086111,0.04,0.04,0.04,3307,3.6199095022624436e-05
1495,"Allentown, PA--NJ",3360.0,40.6083333,-75.4905556,13.0,5.0,0.5555555560000001,664651,5.161331305856523e-05
1522,"Alliance, NE",3375.0,42.1016667,-102.8716667,0.12,0.12,0.12,8486,3.2232070910556004e-05
1549,"Alliance, OH",3391.5,40.9152778,-81.10611109999999,0.22,0.22,0.22,32533,1.699104108742663e-05
1630,"Alma--St. Louis, MI",2040.0,43.398006,-84.668091,0.76,-0.24,-0.12,16924,0.0001474010861132661
1603,"Alma, GA",1875.0,31.539166700000003,-82.4625,0.04,0.04,0.04,3408,3.398470688190314e-05
1657,"Almont, MI",52958.3333333333,42.92055560000001,-83.045,0.12,0.12,0.12,2719,0.00011505273250239692
1684,"Alpena, MI",3880.0,45.0616667,-83.4327778,0.08,0.08,0.08,14258,1.2606366214938544e-05
1711,"Alpine, TX",1733.3333333332998,30.358333299999998,-103.6605556,0.14,0.14,0.14,6013,5.52268244575937e-05
1738,"Altavista, VA",2500.0,37.1116667,-79.2858333,0.02,0.02,0.02,4663,9.601536245799328e-06
1765,"Alton, IL--MO",6300.0,38.890555600000006,-90.1841667,6.22,-1.78,-0.19777777800000002,83890,0.00017713732414421598
1792,"Altoona, PA",12340.416666666699,40.5186111,-78.395,3.06,0.06,0.015,79930,9.255898366606171e-05
1819,"Alturas, CA",3151.0,41.4872222,-120.5413889,0.14,0.14,0.14,2910,0.00012089810017271158
1846,"Altus, OK",600.0,34.6380556,-99.33361109999998,1.06,1.06,1.06,19900,0.00013600205286117527
1873,"Alva, OK",600.0,36.805,-98.6661111,0.12,0.12,0.12,5620,5.7388809182209465e-05
1900,"Alvarado, TX",3150.0,32.406388899999996,-97.2113889,0.2,0.2,0.2,4133,0.00014705882352941178
1927,"Amarillo, TX",1050.0,35.2219444,-101.8308333,6.04,4.04,1.3466666669999998,196651,8.182951281634423e-05
1981,"American Falls, ID",2660.0,42.78611110000001,-112.85361110000001,0.02,0.02,0.02,4488,1.4461315979754158e-05
2008,"Americus, GA",4840.0,32.0722222,-84.2327778,1.18,0.18,0.09,19106,0.00017691154422788604
2035,"Amery, WI",1702.8571428572,45.3069444,-92.3619444,0.04,0.04,0.04,2832,3.093580819798917e-05
2062,"Ames, IA",500.0,42.0347222,-93.61972220000001,2.46,0.46,0.15333333300000002,60438,0.00010374931466407996
2116,"Amite City, LA",2185.6666666667,30.726575,-90.508981,0.0,0.0,0.0,6161,0.0
2143,"Amory, MS",7556.25,33.9841667,-88.4880556,0.14,0.14,0.14,6566,5.8043117744610286e-05
2170,"Amsterdam, NY",28526.0,42.9386111,-74.18861109999999,3.44,-0.56,-0.11199999999999999,22262,0.00036886124812352564
2197,"Anaconda-Deer Lodge County, MT",913.0,46.1263,-112.94783600000001,0.2,0.2,0.2,6170,7.000350017500875e-05
2224,"Anacortes, WA",2750.0,48.5127778,-122.6113889,3.04,0.04,0.01,16712,0.00041683806389688745
2251,"Anadarko, OK",27552.3076923077,35.0725,-98.2433333,0.0,0.0,0.0,5929,0.0
2278,"Anamosa, IA",9709.3333333333,42.1083333,-91.285,0.06,0.06,0.06,5497,3.31858407079646e-05
2332,"Anchorage Northeast, AK",3850.0,61.218056000000004,-149.90027800000001,2.52,2.52,2.52,28568,0.0002516979624450659
2305,"Anchorage, AK",3850.0,61.2180556,-149.90027780000003,6.3,5.3,2.65,251243,6.948197328804138e-05
2359,"Andalusia, AL",1347.7142857142999,31.308333299999997,-86.4833333,1.42,-0.58,-0.193333333,6655,0.0005723498589278517
2386,"Anderson, IN",633.3333333333001,40.105277799999996,-85.6802778,0.76,0.76,0.76,88133,2.194565562646184e-05
2413,"Anderson, SC",1800.0,34.5033333,-82.6502778,1.78,-0.22,-0.073333333,75702,5.780722265523513e-05
2440,"Andrews, SC",966.6666666666999,33.451111100000006,-79.56111109999999,0.0,0.0,0.0,3903,0.0
2467,"Andrews, TX",2800.0,32.318611100000005,-102.5452778,0.06,0.06,0.06,12346,1.3291980505095258e-05
2494,"Angels, CA",10606.25,38.067783,-120.53853000000001,0.1,0.1,0.1,3751,5.608524957936063e-05
2548,"Angola, IN",1500.0,41.6347222,-84.9994444,0.74,-0.26,-0.13,11196,0.00017023234414538762
2602,"Ann Arbor, MI",4500.0,42.2708333,-83.7263889,26.52,-0.48,-0.017142857,306022,0.0002160559203558568
2575,"Anna, IL",3060.0,37.4602778,-89.2469444,0.08,0.08,0.08,6078,3.237555645487657e-05
2581,"Anna, TX",78975.0,33.3488889,-96.5483333,0.14,0.14,0.14,10746,3.507014028056113e-05
2590,"Annandale, MN",4690.0,45.2627778,-94.1241667,0.16,-1.84,-0.6133333329999999,3262,0.00012039127163280663
2629,"Anniston--Oxford, AL",4691.4545454546005,33.6141667,-85.835,2.44,-0.56,-0.14,79796,7.97933222145917e-05
2656,"Antigo, WI",5584.6428571429005,45.1402778,-89.15222220000001,0.14,0.14,0.14,8158,3.70174510840825e-05
2683,"Antioch, CA",72659.7083333333,38.005,-121.8047222,16.76,-10.24,-0.365714286,277634,0.0001919355023419338
2710,"Apalachicola, FL",9471.6428571429,29.725555600000003,-84.9833333,0.0,0.0,0.0,3691,0.0
2773,"Apple Valley, OH",15860.0,40.86555560000001,-80.9483333,0.52,0.52,0.52,4835,0.0002502406159769009
2764,"Appleton, WI",4956.25,44.2619444,-88.4152778,11.2,-0.8,-0.061538462,216154,0.00012838294799344329
2791,"Arab, AL",1600.0,34.3180556,-86.4958333,0.12,0.12,0.12,8012,3.848620910840282e-05
2825,"Arbuckle, CA",3712.3333333333003,39.0175,-122.05666670000001,0.04,0.04,0.04,2652,5.347593582887701e-05
2845,"Arcade, NY",2983.3333333333007,42.533888899999994,-78.4233333,0.02,0.02,0.02,3048,1.3917884481558804e-05
2912,"Arcadia--Southeast Arcadia, FL",1933.3333333332998,27.215555600000005,-81.85861109999999,0.38,0.38,0.38,17490,6.99429412847414e-05
2899,"Arcadia, LA",1828.0,32.548888899999994,-92.92,0.02,0.02,0.02,2894,1.736111111111111e-05
2901,"Arcadia, WI",18778.4615384615,44.2527778,-91.50138890000001,0.06,0.06,0.06,2993,4.9751243781094526e-05
2926,"Arcata-McKinleyville, CA",3151.0,40.9466667,-124.09944440000001,2.1,0.1,0.033333333,32364,0.00016212460433876323
2953,"Archbold, OH",2550.0,41.5213889,-84.30722220000001,0.0,0.0,0.0,4760,0.0
2965,"Archer Lodge--Clayton, NC",2908.5,35.650555600000004,-78.4566667,1.04,1.04,1.04,13288,0.00023593466424682398
2980,"Arcola, IL",2270.0,39.6847222,-88.3063889,0.02,0.02,0.02,2874,1.926782273603083e-05
3007,"Ardmore, OK",1460.0,34.1741667,-97.1433333,0.16,0.16,0.16,20888,2.0434227330779057e-05
3034,"Arecibo, PR",5600.0,18.4744444,-66.7161111,0.26,0.26,0.26,139171,5.504975651069236e-06
3088,"Arizona City, AZ",123595.375,32.7558333,-111.6702778,0.26,0.26,0.26,10531,7.768150582611295e-05
3115,"Arkadelphia, AR",1633.3333333332998,34.1208333,-93.0536111,0.1,0.1,0.1,10491,2.929973630237328e-05
3142,"Arkansas City, KS",9540.0,37.061944399999994,-97.03805559999999,0.62,-0.38,-0.19,13026,0.00012527783390583956
3158,"Arlington, TN",24436.5416666667,35.296111100000005,-89.6613889,0.52,0.52,0.52,11502,0.00015800668489820724
3196,"Arroyo Grande--Grover Beach, CA",6351.75,35.1216667,-120.6202778,10.54,-3.46,-0.230666667,52000,0.0004845308693053831
3223,"Artesia, NM",1733.3333333332998,32.8422222,-104.4027778,0.16,0.16,0.16,12764,3.631411711302769e-05
3250,"Arvin, CA",38568.6923076923,35.209166700000004,-118.8275,0.6,0.6,0.6,19573,0.00013291980505095258
3277,"Ashburn, GA",1875.0,31.7058333,-83.6533333,0.06,0.06,0.06,4489,3.694581280788177e-05
3304,"Ashdown, AR",953.3333333333001,33.6741667,-94.1311111,0.0,0.0,0.0,4146,0.0
3331,"Asheboro, NC",11800.0,35.7077778,-79.81388890000001,1.72,-0.28,-0.093333333,37792,0.00011597329917065606
3358,"Asheville, NC",9511.1111111111,35.6008333,-82.5541667,30.36,-8.64,-0.21600000000000003,280648,0.00025357053370082686
3439,"Ashland City, TN",34474.0,36.2741667,-87.0641667,0.02,-0.98,-0.49,3384,1.3717421124828532e-05
3365,"Ashland, MO",7360.0,38.77444439999999,-92.2569444,0.14,0.14,0.14,3527,9.83836964160225e-05
3375,"Ashland, NE",1482.75,41.0391667,-96.3680556,0.04,0.04,0.04,2631,3.6231884057971014e-05
3385,"Ashland, OH",2373.0,40.8686111,-82.31833329999999,0.3,0.3,0.3,20226,3.761283851554664e-05
3395,"Ashland, PA",2904.0,40.7816667,-76.34611109999999,0.0,0.0,0.0,7820,0.0
3412,"Ashland, WI",7396.0,46.5925,-90.8836111,0.08,0.08,0.08,7293,2.628120893561104e-05
3466,"Ashtabula, OH",7168.75,41.865,-80.79,0.18,0.18,0.18,29346,1.4618695687484772e-05
3493,"Ashville, OH",3290.0,39.7155556,-82.9530556,0.04,0.04,0.04,6222,1.8066847335140017e-05
3520,"Aspen, CO",1550.0,39.1911111,-106.81694440000001,2.06,0.06,0.02,7710,0.000573816155988858
3547,"Astoria, OR",43103.1818181818,46.188055600000006,-123.83,0.9,-0.1,-0.05,14115,0.00014655593551538836
3601,"Atchison, KS--MO",1066.6666666667,39.563055600000006,-95.12138890000001,0.1,0.1,0.1,11166,2.6089225150013048e-05
3763,"Athens-Clarke County, GA",1000.0,33.951935,-83.357567,14.7,-3.3,-0.173684211,128754,0.0003257184640269438
3655,"Athens, AL",3500.0,34.8027778,-86.9716667,0.5,0.5,0.5,24956,4.9299940840070995e-05
3682,"Athens, OH",2000.0,39.3291667,-82.1013889,0.5,0.5,0.5,28286,6.0496067755595884e-05
3709,"Athens, TN",1234.375,35.4427778,-84.5930556,0.82,-0.18,-0.09,15985,0.00013082322910019145
3736,"Athens, TX",3000.0,32.2047222,-95.8552778,0.26,0.26,0.26,12169,6.180175897314e-05
3790,"Athol, MA",31689.0,42.595833299999995,-72.2272222,0.46,-0.54,-0.27,12834,8.839354342813221e-05
3817,"Atlanta, GA",4000.0,33.7488889,-84.3880556,256.24,-24.76,-0.087801418,4515419,0.00015576180067060732
3844,"Atlanta, TX",953.3333333333001,33.1136111,-94.1641667,0.04,0.04,0.04,5732,1.7474879860200962e-05
3898,"Atlantic City, NJ",18022.2222222222,39.3641667,-74.4233333,8.46,0.46,0.051111110999999994,248402,8.906481939633846e-05
3871,"Atlantic, IA",900.0,41.403611100000006,-95.01361109999999,0.08,0.08,0.08,6471,2.7519779841761268e-05
3925,"Atmore, AL",6945.0,31.023611100000004,-87.4938889,0.66,-0.34,-0.17,6565,0.0002232746955345061
3957,"Atoka, TN",24436.5416666667,35.4411111,-89.7780556,3.26,-1.74,-0.29,18885,0.0004872944693572496
3979,"Attica, IN",2375.0,40.2941667,-87.24888890000001,0.02,0.02,0.02,5193,8.936550491510277e-06
4006,"Attica, NY",2983.3333333333007,42.8641667,-78.2805556,0.08,0.08,0.08,6828,6.088280060882801e-05
4330,"Au Sable, MI",3880.0,44.4108333,-83.3322222,0.04,0.04,0.04,6384,1.4005602240896359e-05
4021,"Aubrey, TX",78975.0,33.3041667,-96.9858333,0.26,-0.74,-0.37,4139,0.00017869415807560138
4130,"Auburn--North Auburn, CA",72659.7083333333,38.896666700000004,-121.07583329999999,6.66,-1.34,-0.148888889,33157,0.0004888791015194891
4033,"Auburn, AL",6793.210526315799,32.6097222,-85.4808333,4.0,1.0,0.25,74741,0.0001315486565593449
4054,"Auburn, IL",2150.0,39.591666700000005,-89.74638890000001,0.0,0.0,0.0,4433,0.0
4060,"Auburn, IN",1500.0,41.366944399999994,-85.05888890000001,0.68,0.68,0.68,21712,8.079847908745248e-05
4087,"Auburn, NE",900.0,40.3927778,-95.8386111,0.18,0.18,0.18,3474,0.00011703511053315994
4114,"Auburn, NY",12064.5,42.9316667,-76.5663889,2.0,0.0,0.0,32274,0.00015247388884653503
4222,"Augusta-Richmond County, GA--SC",2625.0,33.473498,-82.010515,19.54,12.54,1.5675,386787,0.00013572366273294944
4168,"Augusta, KS",9540.0,37.6866667,-96.9763889,0.1,0.1,0.1,9350,2.6954177897574127e-05
4195,"Augusta, ME",2300.0,44.3105556,-69.78,2.4,-0.6,-0.15,22637,0.00022331813529357028
4249,"Aumsville, OR",2100.0,44.841111100000006,-122.86972220000001,0.0,0.0,0.0,3692,0.0
4276,"Aurora, MO",5803.3076923077015,36.970833299999995,-93.7177778,0.04,0.04,0.04,8365,1.2430080795525172e-05
4303,"Aurora, NE",2941.8,40.8672222,-98.0038889,0.0,0.0,0.0,4466,0.0
4357,"Austin, MN",17447.5,43.6666667,-92.9744444,1.92,-1.08,-0.27,25103,0.0001850959221054661
4384,"Austin, TX",58266.6666666667,30.266944399999996,-97.7427778,130.04,6.04,0.04832,1362416,0.00024305360860967502
4411,"Ava, MO",4780.0,36.951944399999995,-92.66027779999999,0.0,0.0,0.0,2857,0.0
4438,"Avalon, CA",,33.3427778,-118.32694440000002,0.86,-0.14,-0.07,3652,0.0007060755336617406
4465,"Avenal, CA",6351.75,36.0041667,-120.12805559999998,0.02,0.02,0.02,15486,7.35023888276369e-06
4519,"Avon, NY",35146.1538461538,42.911944399999996,-77.7458333,0.02,0.02,0.02,4973,1.0224948875255623e-05
4549,"Avondale--Goodyear, AZ",123595.375,33.4352778,-112.3575,11.88,5.88,0.84,197041,0.00018919908904142314
4573,"Avra Valley, AZ",23490.7619047619,32.4377778,-111.3147222,0.06,-1.94,-0.6466666670000001,3869,4.576659038901602e-05
4587,"Aztec, NM",2750.0,36.8222222,-107.9922222,0.12,0.12,0.12,8456,3.896103896103896e-05
4600,"Bad Axe, MI",3880.0,43.8019444,-83.0008333,0.0,0.0,0.0,3490,0.0
4627,"Bainbridge, GA",7500.0,30.903611100000003,-84.5755556,0.14,0.14,0.14,12118,2.808988764044944e-05
4654,"Baker City, OR",1353.3333333333,44.775,-117.83333329999999,0.22,0.22,0.22,9518,5.3423992229237494e-05
4681,"Bakersfield, CA",38568.6923076923,35.3733333,-119.01777779999999,9.42,4.42,0.736666667,523994,5.743727325386421e-05
4708,"Bald Knob, AR",1410.0,36.281388899999996,-90.4480556,0.06,0.06,0.06,2517,5.893909626719057e-05
4789,"Baldwin City, KS",2700.0,38.775,-95.18611109999999,0.04,0.04,0.04,4428,2.4554941682013507e-05
4762,"Baldwin, WI",1702.8571428572,44.966666700000005,-92.3741667,0.34,0.34,0.34,5831,0.00014782608695652175
4816,"Ballinger, TX",3376.9230769231,31.738055600000003,-99.9469444,0.0,0.0,0.0,3705,0.0
4843,"Baltimore, MD",122361.3125,39.2902778,-76.6125,218.7,49.7,0.29235294100000003,2203663,0.00025860050655901695
4870,"Baltimore, OH",3290.0,39.8452778,-82.6008333,0.0,0.0,0.0,3503,0.0
4897,"Bamberg, SC",65191.6666666667,33.296944399999994,-81.035,0.2,0.2,0.2,3492,0.00015232292460015234
4951,"Bangor, ME",2300.0,44.8011111,-68.7783333,2.08,0.08,0.026666667,61210,8.310692024932077e-05
5086,"Bar Harbor, ME",266514.0,44.3875,-68.2044444,0.98,-0.02,-0.01,2575,0.0008059210526315789
5005,"Baraboo, WI",1425.0,43.4711111,-89.74416670000001,0.32,0.32,0.32,13759,5.4635478914119856e-05
5032,"Barbourville, KY",1200.0,36.8663889,-83.88888890000001,0.0,0.0,0.0,6300,0.0
5059,"Bardstown, KY",2762.5,37.8091667,-85.4669444,0.16,0.16,0.16,18702,2.127093858016485e-05
5113,"Barnesville, GA",4840.0,33.054444399999994,-84.1558333,0.18,0.18,0.18,7167,7.425742574257426e-05
5140,"Barnesville, OH",5644.4444444445,39.9880556,-81.1766667,0.0,0.0,0.0,4351,0.0
5167,"Barnstable Town, MA",17760.0,41.700321,-70.300202,18.36,-1.64,-0.078095238,246695,0.00017424645053526686
5194,"Barnwell, SC",65191.6666666667,33.2447222,-81.35888890000001,0.0,0.0,0.0,3949,0.0
5221,"Barre--Montpelier, VT",2478.5714285714002,44.26,-72.5758333,6.18,-3.82,-0.347272727,21675,0.0006489551611887011
5248,"Barron, WI",1702.8571428572,45.40138889999999,-91.8488889,0.06,0.06,0.06,3292,4.3321299638989165e-05
5275,"Barrow, AK",3850.0,71.2905556,-156.7886111,0.38,0.38,0.38,3835,0.0003339191564147627
5302,"Barstow, CA",23734.2857142857,34.898611100000004,-117.02194440000001,0.76,0.76,0.76,28973,7.428403870589386e-05
5329,"Bartlesville, OK",14163.1578947368,36.7472222,-95.9805556,1.24,0.24,0.12,38874,7.593386405388854e-05
5356,"Bartlett, TX",5073.4375,30.794722200000002,-97.42527779999999,0.12,0.12,0.12,2653,0.00025104602510460253
5410,"Basalt--El Jebel, CO",1550.0,39.395,-107.08972220000001,3.2,-0.8,-0.16,8531,0.0011153712094806552
5423,"Basehor, KS",2700.0,39.1416667,-94.9383333,0.14,0.14,0.14,3849,0.0001064638783269962
5437,"Bastrop, LA",4349.4166666667,32.756111100000005,-91.87222220000001,0.1,0.1,0.1,13979,1.9485580670303975e-05
5464,"Bastrop, TX",58266.6666666667,30.1102778,-97.315,0.12,-0.88,-0.44,13371,2.664298401420959e-05
5491,"Batavia, NY",2983.3333333333007,42.9980556,-78.18777779999999,1.62,1.62,1.62,17834,0.0002255953209859351
5518,"Batesburg-Leesville, SC",65191.6666666667,33.916388899999994,-81.51361109999999,0.02,0.02,0.02,5267,9.935419771485345e-06
5545,"Batesville, AR",1350.0,35.769722200000004,-91.6408333,0.04,0.04,0.04,11513,8.818342151675486e-06
5572,"Batesville, IN",1434.2857142857001,39.3,-85.2222222,0.6,0.6,0.6,7734,0.0002019522046449007
5599,"Batesville, MS",4020.0,34.3113889,-89.9441667,0.12,0.12,0.12,7309,4.968944099378882e-05
5653,"Bath, NY",35146.1538461538,42.33694439999999,-77.3180556,0.3,0.3,0.3,7124,9.099181073703367e-05
5680,"Baton Rouge, LA",16631.6153846154,30.450555600000005,-91.1544444,14.9,5.9,0.59,594309,6.66827779418741e-05
5707,"Battle Creek, MI",2466.6666666667,42.3211111,-85.1797222,0.94,0.94,0.94,78393,3.0227024245932214e-05
5761,"Battle Mountain, NV",840.0,40.6422222,-116.93333329999999,0.02,0.02,0.02,3520,1.7889087656529517e-05
5734,"Battlement Mesa, CO",2750.0,39.166388899999994,-108.13833329999999,0.6,0.6,0.6,5071,0.0003113648157758173
5788,"Baxley, GA",1875.0,31.778055600000005,-82.34861109999999,0.0,0.0,0.0,5208,0.0
5815,"Baxter Springs, KS",5455.88,37.023611100000004,-94.73527779999999,0.08,0.08,0.08,5089,4.36442989634479e-05
5869,"Bay City, MI",3880.0,43.59444439999999,-83.88888890000001,1.4,0.4,0.2,70585,4.668689765565078e-05
5896,"Bay City, TX",3276.5,26.3327778,-97.4391667,0.56,0.56,0.56,18745,8.388256440982626e-05
5923,"Bay Minette, AL",6945.0,30.8827778,-87.77305559999999,0.74,-0.26,-0.13,7486,0.0002811550151975684
5842,"Bayard, NM",2142.8571428572,32.7616667,-108.13,0.0,0.0,0.0,4309,0.0
5904,"Bayfield, CO",2750.0,37.22555560000001,-107.5975,0.2,0.2,0.2,2578,0.0002296211251435132
5958,"Bealeton, VA",4200.0,38.5716667,-77.7641667,0.1,0.1,0.1,6621,4.651162790697675e-05
5977,"Beardstown, IL",3000.0,40.0175,-90.4241667,0.16,0.16,0.16,6530,6.779661016949152e-05
6004,"Beatrice, NE",1482.75,40.268055600000004,-96.7466667,0.18,0.18,0.18,12405,3.491078355314197e-05
6031,"Beaufort--Port Royal, SC",4800.0,32.3788889,-80.69277779999999,0.5,0.5,0.5,48807,3.032692424334324e-05
6058,"Beaumont, TX",7921.5555555556,30.085833299999997,-94.1016667,5.58,0.58,0.096666667,147922,9.795660417105541e-05
6085,"Beaver Dam, KY",2899.5,37.4019444,-86.8758333,0.0,0.0,0.0,6321,0.0
6112,"Beaver Dam, WI",123220.0,43.4577778,-88.83722220000001,0.74,0.74,0.74,17833,0.00010084491687108204
6076,"Beaver, UT",8966.6666666667,38.2769444,-112.64027779999999,0.02,0.02,0.02,2882,2.262443438914027e-05
6128,"Becker, MN",4690.0,45.3933333,-93.8766667,0.04,0.04,0.04,3898,3.2258064516129034e-05
6139,"Beckley, WV",2071.7857142857,37.7780556,-81.1883333,2.02,0.02,0.006666666999999999,64022,7.952755905511812e-05
6166,"Bedford, IN",2620.8333333333,38.8611111,-86.4872222,0.08,0.08,0.08,14977,1.278568003835704e-05
6186,"Bedford, NY",10843.0,41.2041667,-73.6441667,0.38,0.38,0.38,2679,0.0003736479842674533
6193,"Bedford, PA",46137.4166666667,40.0186111,-78.5041667,0.08,0.08,0.08,4693,4.179728317659352e-05
6220,"Bedford, VA",7843.75,37.334166700000004,-79.5233333,0.04,0.04,0.04,6829,1.2457178449081283e-05
6247,"Beebe, AR",1350.0,35.070555600000006,-91.8794444,0.16,0.16,0.16,6714,5.6278578965881116e-05
6261,"Beecher, IL",140155.083333333,41.3405556,-87.62138890000001,0.1,0.1,0.1,4148,6.397952655150352e-05
6274,"Beeville, TX",10394.4285714286,28.400555600000004,-97.7480556,0.32,0.32,0.32,18168,6.217213911016126e-05
6301,"Belding, MI",1864.2857142857001,43.097777799999996,-85.22888890000002,0.0,0.0,0.0,5789,0.0
6335,"Belfair, WA",151865.05,47.4508333,-122.8261111,0.66,-0.34,-0.17,3331,0.0006309751434034417
6355,"Belfast, ME",2300.0,44.4258333,-69.0069444,0.22,0.22,0.22,3358,0.00015309672929714684
6382,"Belgrade, MT",2466.6666666667,45.7761111,-111.1761111,0.02,0.02,0.02,13797,3.770028275212064e-06
6490,"Belle Fourche, SD",1090.0,44.6713889,-103.8516667,0.0,0.0,0.0,5240,0.0
