Unnamed: 0,UANUM,UANAME,Population,Latitude,Longitude,4 Week Rate,4 Week TRP,CPP,CPM,AdvertisingCost,PredictedCount,ActualCount,PredictedActualDiff,PercentDiff,Households,HouseholdsPerStation,MarketSize,LatitudeAug
286,7759,"Birch Bay, WA",12737,48.9180556,-122.7433333,7754.166667,816.6666667,10.08333333,6.416666667,81.72908333,1.32,1,0.32,0.16,5453,4131.060606,Small,48.92019755
995,27290,"Elroy, TX",3708,30.1205556,-97.635,58266.66667,866.6666667,78.16666667,4.833333333,17.922,1.32,2,-0.68,-0.226666667,775,587.1212121,Small,30.12490178
2083,56656,"Michigan City--La Porte, IN--MI",66025,43.3504,-84.5603,2040,720,3,7,462.175,1.3,1,0.3,0.15,27013,20779.23077,Small,43.35834826
2787,76177,"Romancoke, MD",3538,38.8811111,-76.3366667,122361.3125,156.25,205.6875,8.914375,31.53905875,1.3,1,0.3,0.15,1180,907.6923077,Small,38.88967869
1572,42859,"Jefferson, IA",3906,42.0152778,-94.3772222,500,200,3,5,19.53,1.3,2,-0.7,-0.233333333,1722,1324.615385,Small,42.01985126
2026,55414,"Mason City, IA",27115,43.1536111,-93.2008333,500,200,3,5,135.575,1.3,2,-0.7,-0.233333333,12600,9692.307692,Small,43.16131283
2564,69632,"Pittsboro, NC",3410,35.72,-79.1775,29750,300,100.5,7,23.87,1.3,2,-0.7,-0.233333333,1519,1168.461538,Small,35.72100426
954,26227,"Edinboro, PA",7263,41.8741667,-80.1319444,8925,300,30,41,297.783,1.3,0,1.3,1.3,2961,2277.692308,Small,41.87487001
211,5869,"Bay City, MI",70585,43.5944444,-83.8888889,4540,500,9.333333333,9.333333333,658.7933333,1.28,1,0.28,0.14,29987,23427.34375,Small,43.60134705
970,26551,"Eldorado at Santa Fe, NM",4372,35.6869444,-105.9372222,26946.8125,156.25,44.0625,2.986875,13.0586175,1.28,0,1.28,1.28,2076,1621.875,Small,35.6952179
2488,67537,"Paris, TN",10642,36.3019444,-88.3266667,1706.25,300,5.5,11.5,122.383,1.28,2,-0.72,-0.24,4482,3501.5625,Small,36.30789478
2068,56224,"Menomonie, WI",17844,44.8755556,-91.9191667,1702.857143,600,3.142857143,7.428571429,132.5554286,1.28,0,1.28,1.28,6089,4757.03125,Small,44.87562725
1304,35569,"Greenwood, MS",22380,33.5161111,-90.1794444,1946.25,425,5.125,11.5,257.37,1.28,2,-0.72,-0.24,7802,6095.3125,Small,33.52153549
979,26821,"Elkhorn, WI",12484,42.6727778,-88.5444444,2692,320,8.4,8.4,104.8656,1.28,2,-0.72,-0.24,4723,3689.84375,Small,42.67513627
2907,80524,"Selma, AL",23821,32.4072222,-87.0211111,2568,800,3,10,238.21,1.28,1,0.28,0.14,8665,6769.53125,Small,32.41035345
3084,78026,"St. Simons, GA",12226,31.159591,-81.388552,5705.333333,533.3333333,11.66666667,10.33333333,126.3353333,1.26,0,1.26,1.26,5946,4719.047619,Small,31.16557396
1744,47044,"Lake Pocotopaug--East Hampton, CT",9450,41.7838889,-72.0552778,3830,466.6666667,8.333333333,4,37.8,1.26,1,0.26,0.13,3630,2880.952381,Small,41.7850301
404,11040,"Brunswick, ME",29159,43.9144444,-69.9658333,2300,200,12,4,116.636,1.24,3,-1.76,-0.44,12312,9929.032258,Small,43.91993812
112,3158,"Arlington, TN",11502,35.2961111,-89.6613889,24436.54167,156.25,40.25,2.95375,33.9740325,1.24,0,1.24,1.24,3291,2654.032258,Small,35.30028551
1887,51142,"Long Beach, MD",6476,38.4608333,-76.4691667,342597.875,156.25,556.5652174,11.01416667,71.32774333,1.24,2,-0.76,-0.253333333,1995,1608.870968,Small,38.46846894
591,16210,"Chestertown, MD",7153,39.2088889,-76.0669444,122361.3125,156.25,205.6875,8.914375,63.76452438,1.22,0,1.22,1.22,2687,2202.459016,Small,39.21471378
2918,80740,"Seville, OH",7396,41.01,-81.8625,110788.5625,156.25,182.25,6.158125,45.5454925,1.22,2,-0.78,-0.26,3163,2592.622951,Small,41.01697485
3417,93322,"Waynesboro, PA--MD",25912,39.7558333,-77.5780556,5187,560,9.2,10.2,264.3024,1.22,0,1.22,1.22,10725,8790.983607,Small,39.75806898
560,15600,"Charles Town--Ranson, WV",21019,39.295,-77.8608333,2500,200,12.5,9,189.171,1.22,1,0.22,0.11,7692,6304.918033,Small,39.29735655
2676,72856,"Purcellville, VA",11951,39.1366667,-77.715,2500,200,12.5,9,107.559,1.22,1,0.22,0.11,3615,2963.114754,Small,39.13925952
806,22204,"Danville, IL",50996,40.1244444,-87.63,1255.555556,511.1111111,3,3.444444444,175.6528889,1.22,1,0.22,0.11,19740,16180.32787,Small,40.12778085
2754,75286,"River Falls, WI",15351,44.8613889,-92.6236111,22930,200,114.6666667,4.666666667,71.638,1.22,1,0.22,0.11,5394,4421.311475,Small,44.86226485
3221,88192,"Torrington, CT",42754,41.8005556,-73.1216667,32336.33333,533.3333333,65.86666667,6.266666667,267.9250667,1.22,5,-3.78,-0.63,17949,14712.29508,Small,41.80176939
1468,39916,"Hood River, OR--WA",14653,45.7055556,-121.5202778,46783.5,1100,46.7,2.1,30.7713,1.2,4,-2.8,-0.56,6061,5050.833333,Small,45.70643187
872,24040,"Diamondhead, MS",7855,30.3944444,-89.3638889,1410,360,4.4,22,172.81,1.2,0,1.2,1.2,3646,3038.333333,Small,30.40443856
181,5086,"Bar Harbor, ME",2575,44.3875,-68.2044444,266514,156.25,441.0625,8.63125,22.22546875,1.18,1,0.18,0.09,1216,1030.508475,Small,44.38856874
3203,87652,"Tillamook, OR",7675,45.4563889,-123.8427778,600,200,3,4,30.7,1.18,2,-0.82,-0.273333333,3132,2654.237288,Small,45.46100661
2380,64675,"Ocean Shores, WA",5218,46.9738889,-124.155,151865.05,142.5,261,6.6745,34.827541,1.18,0,1.18,1.18,2459,2083.898305,Small,46.98196507
1482,40294,"Houghton, MI",15452,47.1219444,-88.5688889,2956.25,700,4.5,12.625,195.0815,1.16,1,0.16,0.08,5709,4921.551724,Small,47.12322911
2328,63109,"Newton, KS",20654,38.0466667,-97.3447222,20320.6875,156.25,33.5,3.68875,76.1874425,1.16,1,0.16,0.08,8232,7096.551724,Small,38.0516709
2356,63676,"Northfield, MN",21535,44.4583333,-93.1613889,22930,200,114.6666667,4.666666667,100.4966667,1.16,1,0.16,0.08,6837,5893.965517,Small,44.45928826
1106,30171,"Foley, AL",26469,30.4063889,-87.6836111,7688.333333,911.1111111,9,5.555555556,147.05,1.16,0,1.16,1.16,10937,9428.448276,Small,30.41254337
1601,43595,"Jupiter Farms, FL",10962,26.920329,-80.191764,85259.25,156.25,140.375,8.7425,95.835285,1.14,1,0.14,0.07,3436,3014.035088,Small,26.92120056
1478,40267,"Hot Springs Village, AR",9144,33.2633333,-93.0538889,1828,600,3,8,73.152,1.14,0,1.14,1.14,4863,4265.789474,Small,33.26528388
1023,27928,"Estes Park, CO",7082,40.3772222,-105.5211111,800,400,2,6,42.492,1.14,1,0.14,0.07,3490,3061.403509,Small,40.38078356
2913,80671,"Seneca, SC",26054,34.6855556,-82.9533333,1800,800,2.5,7,182.378,1.14,1,0.14,0.07,10382,9107.017544,Small,34.69435877
1660,45127,"Kingman, AZ",42107,35.1894444,-114.0522222,6163.636364,472.7272727,13.54545455,6.727272727,283.2652727,1.14,0,1.14,1.14,16999,14911.40351,Small,35.19832304
63,1846,"Altus, OK",19900,34.6380556,-99.3336111,600,200,3,9.5,189.05,1.14,0,1.14,1.14,7794,6836.842105,Small,34.64576312
80,2359,"Andalusia, AL",6655,31.3083333,-86.4833333,1347.714286,457.1428571,3.142857143,8.142857143,54.19071429,1.12,2,-0.88,-0.293333333,2481,2215.178571,Small,31.31006413
2186,59329,"Morris, IL",15668,41.3572222,-88.4211111,140155.0833,156.25,233.6666667,3.181666667,49.85035333,1.12,0,1.12,1.12,6001,5358.035714,Small,41.36539375
25,820,"Alamogordo, NM",31862,32.8994444,-105.9597222,3333.333333,766.6666667,5.666666667,9.333333333,297.3786667,1.1,0,1.1,1.1,12768,11607.27273,Small,32.90145798
2565,69643,"Pittsburg, KS",22918,37.4108333,-94.7047222,895.8,360,3.2,6.2,142.0916,1.1,1,0.1,0.05,9070,8245.454545,Small,37.41233055
2936,81307,"Shelbyville, KY",20621,38.2119444,-85.2236111,2762.5,500,6.25,7.25,149.50225,1.1,0,1.1,1.1,7832,7120,Small,38.21557234
2612,71182,"Port Isabel--Laguna Heights, TX",14950,29.3886111,-94.9302778,69809.72222,145.8333333,125.9444444,2.577222222,38.52947222,1.1,0,1.1,1.1,5524,5021.818182,Small,29.39144433
2622,71074,"Porterville, CA",70272,36.0652778,-119.0158333,11370.125,800,14.625,4.5,316.224,1.1,1,0.1,0.05,20740,18854.54545,Small,36.0662922
1064,29035,"Fallon, NV",16241,39.4736111,-118.7763889,20514.8125,156.25,33.5,6.166875,100.1562169,1.1,1,0.1,0.05,6338,5761.818182,Small,39.4795504
3474,95050,"Whitewater, WI",14227,42.8336111,-88.7322222,2692,320,8.4,8.4,119.5068,1.1,2,-0.9,-0.3,4968,4516.363636,Small,42.84070078
3424,93592,"Weirton--Steubenville, WV--OH--PA",70889,41.203322,-77.194525,7083.333333,866.6666667,8.833333333,8,567.112,1.1,0,1.1,1.1,29740,27036.36364,Small,41.20395258
1993,54486,"Marietta, OH--WV",22428,39.4152778,-81.455,2315,200,12,7,156.996,1.1,0,1.1,1.1,9774,8885.454545,Small,39.41616813
129,3547,"Astoria, OR",14115,46.1880556,-123.83,46783.5,1100,46.7,2.1,29.6415,1.08,1,0.08,0.04,6141,5686.111111,Small,46.19486441
2786,76123,"Rolla, MO",20160,37.9513889,-91.7711111,2653.846154,676.9230769,4.384615385,8.846153846,178.3384615,1.08,2,-0.92,-0.306666667,7290,6750,Small,37.95977054
1488,40537,"Hudson, NY",11512,42.2527778,-73.7913889,21228.88889,555.5555556,41.88888889,5.444444444,62.67644444,1.08,1,0.08,0.04,5036,4662.962963,Small,42.25370536
2330,63137,"Newton, NJ",11941,41.0580556,-74.7530556,300105,156.25,494.375,9.6025,114.6634525,1.08,1,0.08,0.04,4819,4462.037037,Small,41.06586018
1052,28782,"Fairfield Harbour, NC",2726,35.0763889,-76.9638889,4021.090909,690.9090909,6.090909091,5.363636364,14.62127273,1.08,2,-0.92,-0.306666667,1279,1184.259259,Small,35.07774141
516,14185,"Cartersville, GA",52477,34.165,-84.8,2078.571429,714.2857143,3.142857143,6.285714286,329.8554286,1.08,0,1.08,1.08,18071,16732.40741,Small,34.17466001
733,20233,"Corning, NY",20477,42.1427778,-77.055,5100,600,9,16,327.632,1.06,0,1.06,1.06,9223,8700.943396,Small,42.14986637
2016,55144,"Marshfield, WI",19421,44.6688889,-90.1716667,4675.625,950,5.125,8.125,157.795625,1.06,1,0.06,0.03,8617,8129.245283,Small,44.67066629
2010,54982,"Marshall, MN",13464,44.4469444,-95.7880556,1130,200,6,22,296.208,1.06,0,1.06,1.06,5244,4947.169811,Small,44.45069097
533,14698,"Cedar City, UT",33200,37.6775,-113.0611111,20065.6875,156.25,33.5,2.11125,70.0935,1.06,1,0.06,0.03,10986,10364.15094,Small,37.68728117
2375,64550,"Oberlin, OH",7966,41.2938889,-82.2175,110788.5625,156.25,182.25,6.158125,49.05562375,1.06,1,0.06,0.03,2507,2365.09434,Small,41.30378091
1790,48394,"Lawton, OK",94457,34.6086111,-98.39,7400,533.3333333,14.33333333,19.33333333,1826.168667,1.04,1,0.04,0.02,34273,32954.80769,Small,34.6140682
1770,47827,"Laramie, WY",31965,41.3113889,-105.5905556,950,200,4.666666667,10,319.65,1.04,0,1.04,1.04,13465,12947.11538,Small,41.31942729
420,11431,"Bullhead City, AZ--NV",48656,35.1477778,-114.5675,6163.636364,472.7272727,13.54545455,6.727272727,327.3221818,1.02,1,0.02,0.01,20246,19849.01961,Small,35.15724243
469,12808,"Cambridge, MD",14255,38.5630556,-76.0791667,122361.3125,156.25,205.6875,8.914375,127.0744156,1.02,0,1.02,1.02,6106,5986.27451,Small,38.56500732
2781,75988,"Rocky Mount, NC",68243,35.9380556,-77.7908333,5378.25,750,7.375,5.625,383.866875,1.02,0,1.02,1.02,26524,26003.92157,Small,35.9419966
2969,82090,"Silverthorne--Frisco, CO",15351,39.5744444,-106.0969444,800,400,2,6,92.106,1.02,1,0.02,0.01,6229,6106.862745,Small,39.58265903
3552,97264,"Wooster, OH",30430,40.805,-81.9352778,2395,700,3.5,9,273.87,1.02,1,0.02,0.01,12357,12114.70588,Small,40.81414377
3414,93241,"Wayne, NE",5557,42.2305556,-97.0175,1369.5,600,2.5,5,27.785,1.02,1,0.02,0.01,1900,1862.745098,Small,42.24032133
1337,36433,"Hamilton, NY",4427,42.8269444,-75.545,2875,600,5.5,10.5,46.4835,1.02,1,0.02,0.01,839,822.5490196,Small,42.83055139
193,5329,"Bartlesville, OK",38874,36.7472222,-95.9805556,15211.76471,564.7058824,29.47058824,3.647058824,141.7757647,1.02,1,0.02,0.01,16330,16009.80392,Small,36.7563383
1569,42967,"Jefferson City, MO",58533,38.5766667,-92.1733333,7360,720,11,7.9,462.4107,1.02,0,1.02,1.02,23457,22997.05882,Small,38.58449951
1646,44789,"Key Largo, FL",18121,27.9091667,-82.7875,12025,200,60,3,54.363,1.02,0,1.02,1.02,7631,7481.372549,Small,27.91825101
967,27280,"El Reno, OK",15069,35.5322222,-97.9547222,7400,533.3333333,14.33333333,19.33333333,291.334,1,0,1,1,5057,5057,Small,35.53447387
2723,74314,"Rhinebeck, NY",3032,41.9266667,-73.9130556,6766.666667,800,9,8,24.256,1,0,1,1,1304,1304,Small,41.92802299
1641,44641,"Kerrville, TX",28810,30.0472222,-99.14,2400,200,12,36,1037.16,1,1,0,0,12671,12671,Small,30.0494805
3394,92701,"Watertown, SD",21111,44.8994444,-97.1147222,950,350,3,9,189.999,1,0,1,1,9069,9069,Small,44.90502344
2932,81199,"Shelby, NC",27374,35.2922222,-81.5358333,1053.846154,476.9230769,2.538461539,4.615384615,126.3415385,1,1,0,0,11085,11085,Small,35.29420917
2398,65161,"Olean, NY",22324,42.0775,-78.43,6520,880,7.6,21.6,482.1984,1,1,0,0,8833,8833,Small,42.07914891
1845,49987,"Lincolnton, NC",22686,35.4736111,-81.2547222,1053.846154,476.9230769,2.538461539,4.615384615,104.7046154,1,1,0,0,9198,9198,Small,35.47428086
270,7273,"Berrien Springs, MI",7358,41.9463889,-86.3388889,2712.5,350,8,4.75,34.9505,1,0,1,1,1993,1993,Small,41.9515791
2900,80335,"Seaside, OR",8489,45.9933333,-123.9213889,46783.5,1100,46.7,2.1,17.8269,1,0,1,1,3642,3642,Small,45.99344214
3368,91999,"Warsaw, IN",30166,41.2380556,-85.8530556,1350,300,5,6.5,196.079,0.98,2,-1.02,-0.34,11867,12109.18367,Small,41.24712341
2151,58420,"Montauk, NY",2719,41.0358333,-71.955,3830,466.6666667,8.333333333,4,10.876,0.98,1,-0.02,-0.01,1364,1391.836735,Small,41.04262927
3511,96130,"Winder, GA",37831,33.9925,-83.7202778,1000,200,5,4,151.324,0.98,0,0.98,0.98,12321,12572.44898,Small,33.99401886
2120,57574,"Mineral Wells, TX",16109,31.4883333,-94.9397222,2000,836.3636364,2.454545455,4,64.436,0.96,0,0.96,0.96,5156,5370.833333,Small,31.49552722
1654,44965,"Kill Devil Hills, NC",19095,35.3130556,-80.2611111,1350,300,5,7,133.665,0.96,1,-0.04,-0.02,8325,8671.875,Small,35.32250574
2519,68428,"Pendleton, OR",17216,45.6722222,-118.7875,7650,200,38.5,7,120.512,0.96,0,0.96,0.96,6404,6670.833333,Small,45.68065084
2204,59950,"Mount Horeb, WI",6997,43.0086111,-89.7383333,6718,240,29.4,5.2,36.3844,0.96,1,-0.04,-0.02,2803,2919.791667,Small,43.01688192
2960,81901,"Sierra Vista, AZ",52745,31.5544444,-110.3030556,23490.7619,142.8571429,40.57142857,4.450476191,234.7403667,0.96,0,0.96,0.96,19984,20816.66667,Small,31.56185838
347,9379,"Bowling Green, KY",78306,38.1405556,-83.0752778,989,250,4.25,5.5,430.683,0.96,0,0.96,0.96,30471,31740.625,Small,38.14808305
2453,66565,"Oxford, MS",25768,34.3663889,-89.5191667,4020,720,5.8,9.8,252.5264,0.94,1,-0.06,-0.03,8047,8560.638298,Small,34.36828522
3555,97331,"World Golf Village, FL",6622,29.98674,-81.471316,2250,400,6,8,52.976,0.94,0,0.94,0.94,2474,2631.914894,Small,29.99662884
357,9622,"Brainerd, MN",19812,46.3580556,-94.2005556,2010,333.3333333,6.666666667,8.166666667,161.798,0.94,1,-0.06,-0.03,8620,9170.212766,Small,46.35829805
364,9811,"Breckenridge, CO",7179,39.4816667,-106.0377778,1550,400,4,7.5,53.8425,0.94,1,-0.06,-0.03,2815,2994.680851,Small,39.48862095
2214,60195,"Mount Pocono--Emerald Lakes, PA",24216,41.0883333,-75.42,51600,766.6666667,62.83333333,4.833333333,117.044,0.94,0,0.94,0.94,7898,8402.12766,Small,41.09614983
1111,30331,"Forest City, NC",26418,35.3338889,-81.8652778,3712.5,300,13,4,105.672,0.94,4,-3.06,-0.612,11105,11813.82979,Small,35.33597968
1807,48745,"Lee, MA",8049,42.3041667,-73.2486111,6766.666667,800,9,8,64.392,0.94,1,-0.06,-0.03,3376,3591.489362,Small,42.30580514
1298,35407,"Greenville, OH",13337,40.1027778,-84.6330556,4158.333333,800,5.666666667,12.33333333,164.4896667,0.92,0,0.92,0.92,6155,6690.217391,Small,40.10777355
898,24646,"Downs, IL",2666,40.3969444,-88.8705556,5566.666667,466.6666667,12.66666667,7.333333333,19.55066667,0.92,1,-0.08,-0.04,786,854.3478261,Small,40.4008457
1010,27631,"Enid, OK",47609,36.3955556,-97.8780556,3550,400,10.5,11,523.699,0.92,1,-0.08,-0.04,18485,20092.3913,Small,36.4048416
68,2008,"Americus, GA",19106,32.0722222,-84.2327778,5066.666667,555.5555556,9.888888889,5.777777778,110.3902222,0.92,1,-0.08,-0.04,6670,7250,Small,32.07372475
2589,70426,"Pocatello, ID",69809,42.8713889,-112.4447222,1050,300,3.5,8,558.472,0.92,0,0.92,0.92,25859,28107.6087,Small,42.87848718
550,15130,"Chadron, NE",5515,42.8294444,-102.9994444,3375,300,14.5,10.5,57.9075,0.9,0,0.9,0.9,2214,2460,Small,42.83711516
2619,70858,"Portage, WI",10391,43.5391667,-89.4625,1625,600,3.5,5.5,57.1505,0.9,1,-0.1,-0.05,4021,4467.777778,Small,43.54266421
266,7165,"Berea, KY",15590,37.5686111,-84.2963889,2025,300,7,11,171.49,0.9,2,-1.1,-0.366666667,5723,6358.888889,Small,37.5744288
3260,89191,"Twentynine Palms, CA",12895,34.0227778,-118.4047222,255338.125,156.25,417.2083333,3.000416667,38.69037292,0.9,1,-0.1,-0.05,4777,5307.777778,Small,34.02641593
3545,97119,"Woodstock, AL",3664,33.2066667,-87.15,34889.33333,777.7777778,40.77777778,4.666666667,17.09866667,0.9,0,0.9,0.9,1010,1122.222222,Small,33.21174322
179,4924,"Bandon, OR",3119,43.1191667,-124.4072222,600,200,3,4,12.476,0.9,1,-0.1,-0.05,1707,1896.666667,Small,43.12581822
1831,49555,"Lexington, VA",8762,37.7838889,-79.4430556,1250,200,6,13,113.906,0.9,1,-0.1,-0.05,2265,2516.666667,Small,37.78774566
3068,77618,"St. James, NC",2604,33.947807,-78.116531,5200,300,18,8,20.832,0.9,0,0.9,0.9,1313,1458.888889,Small,33.94806108
1680,45694,"Kokomo, IN",62182,40.4863889,-86.1336111,3033.333333,266.6666667,11.66666667,9,559.638,0.9,0,0.9,0.9,26675,29638.88889,Small,40.49574911
352,9514,"Bozeman, MT",43164,45.6797222,-111.0377778,1750,250,6.75,6.75,291.357,0.88,0,0.88,0.88,17926,20370.45455,Small,45.68174093
2673,72748,"Pullman, WA",29729,46.7313889,-117.1786111,1360,500,2.75,6,178.374,0.88,0,0.88,0.88,10067,11439.77273,Small,46.74106649
3015,83251,"South Haven, MI",5791,42.4030556,-86.2736111,2712.5,350,8,4.75,27.50725,0.88,1,-0.12,-0.06,2839,3226.136364,Small,42.41040094
2444,66295,"Ottawa, IL",20612,41.3455556,-88.8425,5566.666667,466.6666667,12.66666667,7.333333333,151.1546667,0.88,0,0.88,0.88,8526,9688.636364,Small,41.35079082
1134,30871,"Fort Polk, LA",14300,31.0463889,-93.2052778,1000,200,5,6,85.8,0.88,0,0.88,0.88,4043,4594.318182,Small,31.05069517
1177,32140,"Gaffney, SC",20844,35.0716667,-81.65,1053.846154,476.9230769,2.538461539,4.615384615,96.20307692,0.88,0,0.88,0.88,7901,8978.409091,Small,35.07896747
2338,63406,"Norfolk, NE",26769,42.0283333,-97.4166667,1369.5,600,2.5,5,133.845,0.88,0,0.88,0.88,10704,12163.63636,Small,42.03289764
996,27300,"Elverson, PA",3697,40.1566667,-75.8330556,16605,760,23.9,7.3,26.9881,0.88,1,-0.12,-0.06,1527,1735.227273,Small,40.1596188
495,13537,"Cape Girardeau, MO--IL",52900,37.3058333,-89.5180556,4200,620,7.3,8,423.2,0.88,0,0.88,0.88,21127,24007.95455,Small,37.31370129
2477,67240,"Pampa, TX",18166,35.5361111,-100.9594444,1050,333.3333333,3.333333333,3.666666667,66.60866667,0.88,0,0.88,0.88,7305,8301.136364,Small,35.54135362
2443,66285,"Otsego--Plainwell, MI",11740,42.44,-85.6488889,18370,440,45,5.2,61.048,0.86,1,-0.14,-0.07,4571,5315.116279,Small,42.44136096
931,25687,"East Liverpool, OH--WV--PA",31564,40.6186111,-80.5775,11470,1100,11.75,3.9,123.0996,0.86,0,0.86,0.86,12964,15074.4186,Small,40.62258775
162,4438,"Avalon, CA",3652,33.3427778,-118.3269444,255338.125,156.25,417.2083333,3.000416667,10.95752167,0.86,1,-0.14,-0.07,1218,1416.27907,Small,33.34964134
3252,89029,"Tupelo, MS",40995,34.2575,-88.7033333,8135.714286,914.2857143,9.285714286,7.285714286,298.6778571,0.86,0,0.86,0.86,16151,18780.23256,Small,34.26618465
2345,63579,"North Conway, NH",4685,43.9791667,-71.1208333,2300,200,12,4,18.74,0.86,1,-0.14,-0.07,2023,2352.325581,Small,43.98190025
1570,42978,"Jefferson Township North, NJ",13714,41.002989,-74.558045,300105,156.25,494.375,9.6025,131.688685,0.86,0,0.86,0.86,4978,5788.372093,Small,41.00439234
2467,66943,"Pahrump, NV",28446,36.2083333,-115.9830556,26118.14286,585.7142857,44.92857143,2.714285714,77.21057143,0.86,0,0.86,0.86,11976,13925.5814,Small,36.21333891
2963,81982,"Siloam Springs, AR--OK",19326,36.1880556,-94.5402778,20325.1875,156.25,33.375,5.405625,104.4691088,0.86,0,0.86,0.86,6452,7502.325581,Small,36.18859828
2656,72253,"Prince Frederick, MD",6357,39.4141667,-77.4108333,5187,560,9.2,10.2,64.8414,0.86,1,-0.14,-0.07,2433,2829.069767,Small,39.41851503
3181,86869,"Tehachapi--Golden Hills, CA",16540,35.1425,-118.4894444,44720.18182,945.4545455,47.81818182,8,132.32,0.86,1,-0.14,-0.07,6035,7017.44186,Small,35.14938857
1496,40726,"Huntington, IN",18207,40.8830556,-85.4975,850,200,4,10,182.07,0.86,1,-0.14,-0.07,6951,8082.55814,Small,40.88334832
2603,70804,"Poplar Bluff, MO",20463,36.7569444,-90.3927778,3659.090909,636.3636364,7,15.27272727,312.5258182,0.86,2,-1.14,-0.38,8501,9884.883721,Small,36.76534524
1543,42049,"Jackson, CA",7255,38.3488889,-120.7730556,10606.25,500,23.5,5,36.275,0.84,1,-0.16,-0.08,3188,3795.238095,Small,38.35495274
3498,95698,"Willmar, MN",20244,45.1219444,-95.0430556,1897,440,4.4,11,222.684,0.84,1,-0.16,-0.08,8403,10003.57143,Small,45.12319091
699,19207,"Columbus, NE",22106,41.4297222,-97.3680556,807.25,500,1.75,5.25,116.0565,0.84,0,0.84,0.84,8762,10430.95238,Small,41.43465421
367,9892,"Bremen, GA",6516,33.7211111,-85.1455556,1687.5,733.3333333,2.833333333,6.666666667,43.44,0.84,1,-0.16,-0.08,2397,2853.571429,Small,33.72676843
2706,73828,"Red Hook, NY",6661,41.995,-73.8758333,6766.666667,800,9,8,53.288,0.84,1,-0.16,-0.08,2257,2686.904762,Small,41.99505392
2959,81889,"Sierra View--Indian Mountain Lake, PA",28347,41.3525,-76.0327778,51600,766.6666667,62.83333333,4.833333333,137.0105,0.84,0,0.84,0.84,9310,11083.33333,Small,41.35623892
2476,67231,"Paloma Creek South--Paloma Creek, TX",5234,33.213145,-96.940289,78975,145.8333333,136.9444444,2.500555556,13.08790778,0.84,1,-0.16,-0.08,2137,2544.047619,Small,33.21347055
1228,33635,"Glenwood, MD",3721,39.2875,-77.0283333,342597.875,156.25,556.5652174,11.01416667,40.98371417,0.84,1,-0.16,-0.08,1046,1245.238095,Small,39.29650336
280,7597,"Big Pine Key, FL",7540,24.6694444,-81.3541667,16333.33333,200,82,28,211.12,0.84,0,0.84,0.84,3156,3757.142857,Small,24.67703476
3468,94753,"Whitefish, MT",6300,48.4111111,-114.3366667,1116.666667,333.3333333,3.666666667,4,25.2,0.84,0,0.84,0.84,2965,3529.761905,Small,48.41578019
2905,80470,"Sedona, AZ",6761,34.8697222,-111.7602778,95000,300,332.5,8.5,57.4685,0.84,0,0.84,0.84,3344,3980.952381,Small,34.87307921
2220,60328,"Mount Vernon, IL",16008,38.8022222,-89.0869444,983.3333333,400,2.666666667,7,112.056,0.84,0,0.84,0.84,6845,8148.809524,Small,38.8117902
1850,50122,"Lindstrom--Chisago City, MN",8492,45.3736111,-92.8897222,22930,200,114.6666667,4.666666667,39.62933333,0.84,1,-0.16,-0.08,3456,4114.285714,Small,45.38102383
206,5707,"Battle Creek, MI",78393,42.3211111,-85.1797222,34342.85714,471.4285714,76.42857143,4.857142857,380.766,0.84,0,0.84,0.84,31098,37021.42857,Small,42.32421436
1357,36946,"Harriman--Kingston--Rockwood, TN",23515,35.8655556,-84.685,1860,840,2.6,3.6,84.654,0.84,1,-0.16,-0.08,9887,11770.2381,Small,35.87137593
2724,74341,"Rhinelander, WI",9010,45.6366667,-89.4119444,20160.3125,937.5,23.5625,6.4375,58.001875,0.82,1,-0.18,-0.09,3999,4876.829268,Small,45.64376737
2448,66430,"Owatonna, MN",25394,44.0838889,-93.2258333,22930,200,114.6666667,4.666666667,118.5053333,0.82,1,-0.18,-0.09,10161,12391.46341,Small,44.09219656
1121,30574,"Fort Bragg, CA",10348,39.4458333,-123.8041667,3712.333333,466.6666667,10,15,155.22,0.82,1,-0.18,-0.09,4020,4902.439024,Small,39.44639861
254,6841,"Bemidji, MN",14626,47.4736111,-94.88,1761.25,300,6,13,190.138,0.82,1,-0.18,-0.09,5775,7042.682927,Small,47.47985157
1182,32275,"Galena, IL",3165,42.4166667,-90.4288889,4579.411765,800,6.235294118,6.764705882,21.41029412,0.82,1,-0.18,-0.09,1438,1753.658537,Small,42.4243262
2211,60139,"Mount Pleasant, TN",3507,35.5341667,-87.2069444,2712.5,700,4.5,14.75,51.72825,0.82,1,-0.18,-0.09,1382,1685.365854,Small,35.53445415
3496,95644,"Williston, ND",15127,48.1333333,-103.6333333,591.6666667,200,3,27,408.429,0.82,0,0.82,0.82,7361,8976.829268,Small,48.13868783
1431,38944,"Hillsboro, TX",8328,32.0108333,-97.1297222,1260,200,6,12,99.936,0.82,1,-0.18,-0.09,3074,3748.780488,Small,32.02012847
2238,60625,"Muncie, IN",90580,40.1933333,-85.3863889,633.3333333,433.3333333,2.166666667,3.666666667,332.1266667,0.82,0,0.82,0.82,35701,43537.80488,Small,40.19880075
335,9028,"Boone, IA",12793,42.0597222,-93.88,500,200,3,5,63.965,0.82,1,-0.18,-0.09,5266,6421.95122,Small,42.06010414
